"","Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"1",2019-01-03,7,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"2",2019-01-06,4,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"3",2019-01-09,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"4",2019-01-12,26,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"5",2019-01-15,11,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"6",2019-01-18,5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"7",2019-01-21,6,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"8",2019-01-24,6,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"9",2019-01-27,15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10",2019-01-30,7,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11",2019-02-02,14,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"12",2019-02-05,20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"13",2019-02-08,8,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"14",2019-02-11,10,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"15",2019-02-14,8,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"16",2019-02-17,10,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"17",2019-02-20,3,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"18",2019-02-23,1,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"19",2019-02-26,11,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"20",2019-01-03,11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"21",2019-01-09,6,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"22",2019-01-15,15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"23",2019-01-21,18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"24",2019-01-27,58,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"25",2019-02-02,44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"26",2019-02-08,13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
