uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,ovenStartDate,ovenEndDate,fieldSampleID,massSampleID,samplingProtocolVersion,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"1284265e-9619-4460-96b3-5cc08ef03538","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2013-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO063062.20160908","NEON.LTR.NIWO063062.20160908.FLR","NEON.DOC.001710vE","Flowers",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"e2019086-6113-4fe2-8151-c45658f6a95b","NIWO_046.basePlot.ltr","D13","NIWO","NIWO_046","NIWO_046_155","2016-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO046155.20160908","NEON.LTR.NIWO046155.20160908.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"1eb1862d-4052-43b4-bfa5-64d2b0cf1a8f","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-09-26","2016-08-11","2016-09-08","2016-09-09T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO062050.20160908","NEON.LTR.NIWO062050.20160908.NDL","NEON.DOC.001710vE","Needles",1.0300,"N",,"tdelpriore@neoninc.org"
"dec9850c-5560-43af-94bf-431cf8dc4c94","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-09-26","2016-08-11","2016-09-08","2016-09-09T20:26Z","2016-09-26T20:00Z","NEON.LTR.NIWO061169.20160908","NEON.LTR.NIWO061169.20160908.WDY","NEON.DOC.001710vE","Woody material",0.2200,"N",,"tdelpriore@neoninc.org"
"d9e12f12-d0c7-47d0-8267-ef6ffc326c47","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-09-26","2016-08-11","2016-09-08","2016-09-09T20:26Z","2016-09-26T20:00Z","NEON.LTR.NIWO061169.20160908","NEON.LTR.NIWO061169.20160908.FLR","NEON.DOC.001710vE","Flowers",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"7d6662cb-0c57-4540-b925-fdb8f6689f28","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-09-26","2016-08-11","2016-09-08","2016-09-09T20:26Z","2016-09-26T20:00Z","NEON.LTR.NIWO061169.20160908","NEON.LTR.NIWO061169.20160908.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"9e1fe70c-acd0-49c1-ab0a-fe64966d6d31","NIWO_051.basePlot.ltr","D13","NIWO","NIWO_051","NIWO_051_045","2016-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO051045.20160908","NEON.LTR.NIWO051045.20160908.OTH","NEON.DOC.001710vE","Other",0.0050,"N","not enough material to register","tdelpriore@neoninc.org"
"6a5131a5-3ae3-41a5-90d4-c4b436d60e6a","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2016-09-26","2016-08-11","2016-09-08","2016-09-09T20:26Z","2016-09-26T20:00Z","NEON.LTR.NIWO064103.20160908","NEON.LTR.NIWO064103.20160908.FLR","NEON.DOC.001710vE","Flowers",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"8f8fd47a-a3b7-4235-bc6b-255181dbe335","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-09-26","2016-08-11","2016-09-08","2016-09-09T20:26Z","2016-09-26T20:00Z","NEON.LTR.NIWO057081.20160908","NEON.LTR.NIWO057081.20160908.NDL","NEON.DOC.001710vE","Needles",9.4300,"N",,"tdelpriore@neoninc.org"
"fe99a96a-541e-44c1-845c-c2b2d1bcada9","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2016-09-26","2016-08-11","2016-09-08","2016-09-09T20:26Z","2016-09-26T20:00Z","NEON.LTR.NIWO040205.20160908","NEON.LTR.NIWO040205.20160908.OTH","NEON.DOC.001710vE","Other",0.5300,"N",,"tdelpriore@neoninc.org"
"f3aff5b1-9ca6-415e-9782-6cd4329e48af","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2016-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T08:00Z","NEON.LTR.NIWO041059.20160908","NEON.LTR.NIWO041059.20160908.OTH","NEON.DOC.001710vE","Other",0.0050,"N","Not enough matter to register","tdelpriore@neoninc.org"
"ba21ee84-c6b7-48aa-864e-4344096184ad","NIWO_051.basePlot.ltr","D13","NIWO","NIWO_051","NIWO_051_045","2016-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO051045.20160908","NEON.LTR.NIWO051045.20160908.FLR","NEON.DOC.001710vE","Flowers",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"1103ce0b-e186-45f1-833b-26100b85ebcc","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-09-26","2016-08-11","2016-09-08","2016-09-09T20:26Z","2016-09-26T20:00Z","NEON.LTR.NIWO061169.20160908","NEON.LTR.NIWO061169.20160908.OTH","NEON.DOC.001710vE","Other",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"9f303258-e350-4a2d-bf1c-43c7919127fd","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2013-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO063062.20160908","NEON.LTR.NIWO063062.20160908.OTH","NEON.DOC.001710vE","Other",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"5a3afca5-129d-4a59-9e97-a40b0df3ec41","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2013-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO063062.20160908","NEON.LTR.NIWO063062.20160908.LVS","NEON.DOC.001710vE","Leaves",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"12e95276-b874-4850-996e-710a769001bd","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2013-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO063062.20160908","NEON.LTR.NIWO063062.20160908.NDL","NEON.DOC.001710vE","Needles",0.4200,"N",,"tdelpriore@neoninc.org"
"44d03be5-0744-45b9-8088-896c0ed48e48","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2013-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO063062.20160908","NEON.LTR.NIWO063062.20160908.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"8973be46-0760-4ddb-b17f-cbf98601a61d","NIWO_046.basePlot.ltr","D13","NIWO","NIWO_046","NIWO_046_155","2016-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO046155.20160908","NEON.LTR.NIWO046155.20160908.FLR","NEON.DOC.001710vE","Flowers",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
"05cc8ab5-9c53-4470-9303-6ef086522a20","NIWO_046.basePlot.ltr","D13","NIWO","NIWO_046","NIWO_046_155","2016-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO046155.20160908","NEON.LTR.NIWO046155.20160908.NDL","NEON.DOC.001710vE","Needles",12.3000,"Y",,"tdelpriore@neoninc.org"
"94374acf-c6e2-43a7-ad3f-a179eb17f572","NIWO_046.basePlot.ltr","D13","NIWO","NIWO_046","NIWO_046_155","2016-09-26","2016-08-11","2016-09-08","2016-09-08T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO046155.20160908","NEON.LTR.NIWO046155.20160908.LVS","NEON.DOC.001710vE","Leaves",0.0000,"N","No sample to collect","tdelpriore@neoninc.org"
"73e2f88b-a2fd-4c97-a27d-0b94fcaa4169","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-09-26","2016-08-11","2016-09-08","2016-09-09T21:45Z","2016-09-26T20:00Z","NEON.LTR.NIWO062050.20160908","NEON.LTR.NIWO062050.20160908.LVS","NEON.DOC.001710vE","Leaves",0.0000,"N","no sample to collect","tdelpriore@neoninc.org"
