uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,ovenStartDate,ovenEndDate,fieldSampleID,massSampleID,samplingProtocolVersion,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"0cd970be-9ff6-437b-9701-2d18879d303f","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO063062.20160811","NEON.LTR.NIWO063062.20160811.FLR","NEON.DOC.001710vE","Flowers",0.0050,"N","actually 0.0039","rshowalter@field-ops.org"
"8d060582-94e2-44a2-838e-43febeb5371a","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO058101.20160811","NEON.LTR.NIWO058101.20160811.WDY","NEON.DOC.001710vE","Woody material",0.0000,"N","no sample to collect","rshowalter@field-ops.org"
"435dfaae-ab9e-4655-b995-a51b405e13a0","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO062050.20160811","NEON.LTR.NIWO062050.20160811.WDY","NEON.DOC.001710vE","Woody material",0.0000,"N","no sample to collect","rshowalter@field-ops.org"
"35702048-d5ac-4c8f-b560-f851046f2805","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO062050.20160811","NEON.LTR.NIWO062050.20160811.LVS","NEON.DOC.001710vE","Leaves",0.0050,"N",,"rshowalter@field-ops.org"
"592b4010-d14d-466e-90a4-282c78d5b75b","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO062050.20160811","NEON.LTR.NIWO062050.20160811.OTH","NEON.DOC.001710vE","Other",0.0300,"N",,"rshowalter@field-ops.org"
"f0560009-1826-4640-a153-ddca92e53ccd","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO062050.20160811","NEON.LTR.NIWO062050.20160811.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N","no sample to collect","rshowalter@field-ops.org"
"15141cb0-4edd-45e7-b0be-d67fca2e250b","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO057081.20160811","NEON.LTR.NIWO057081.20160811.OTH","NEON.DOC.001710vE","Other",0.2100,"N",,"rshowalter@field-ops.org"
"04c6f67e-4807-43b5-ba40-954a520a29af","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO057081.20160811","NEON.LTR.NIWO057081.20160811.FLR","NEON.DOC.001710vE","Flowers",0.2200,"N",,"rshowalter@field-ops.org"
"9a3cf627-a479-4cec-9d65-97eb2778d36f","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO040205.20160811","NEON.LTR.NIWO040205.20160811.FLR","NEON.DOC.001710vE","Flowers",0.3000,"N",,"rshowalter@field-ops.org"
"35fba7b1-48a3-48be-985a-e4789c89898f","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2016-08-16","2016-07-14","2016-08-11","2016-08-11T21:00Z","2016-08-16T21:00Z","NEON.LTR.NIWO041059.20160811","NEON.LTR.NIWO041059.20160811.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N","no sample to collect","rshowalter@field-ops.org"
