uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,ovenStartDate,ovenEndDate,fieldSampleID,massSampleID,samplingProtocolVersion,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"6ac072af-9223-4b5b-a481-398a85e16c4e","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO064103.20170706","NEON.LTR.NIWO064103.20170706.NDL","NEON.DOC.001710vE","Needles",6.9200,"N",,"adignan@battelleecology.org"
"048ac660-eadb-4c90-9529-b894ed9ce4c1","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T22:12Z","NEON.LTR.NIWO062050.20170706","NEON.LTR.NIWO062050.20170706.TWI","NEON.DOC.001710vE","Twigs/branches",0.1100,"N",,"adignan@battelleecology.org"
"dffcdb8a-775d-4a1c-ba3c-8f27a8229f49","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO064103.20170706","NEON.LTR.NIWO064103.20170706.WDY","NEON.DOC.001710vE","Woody material",2.1700,"Y",,"adignan@battelleecology.org"
"d99640cf-7dd0-49e1-898b-7cc62a595353","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T22:12Z","NEON.LTR.NIWO062050.20170706","NEON.LTR.NIWO062050.20170706.OTH","NEON.DOC.001710vE","Other",0.0050,"N",,"adignan@battelleecology.org"
"97c400b4-ec36-4953-9d18-43494c5c677f","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO041059.20170706","NEON.LTR.NIWO041059.20170706.LVS","NEON.DOC.001710vE","Leaves",0.0050,"N",,"adignan@battelleecology.org"
"e93d0334-b696-4a8c-bc05-6e0e5a33893a","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO041059.20170706","NEON.LTR.NIWO041059.20170706.OTH","NEON.DOC.001710vE","Other",0.0000,"N",,"adignan@battelleecology.org"
"2a387640-f163-4668-8a96-2328656d4125","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO040205.20170706","NEON.LTR.NIWO040205.20170706.WDY","NEON.DOC.001710vE","Woody material",1.7800,"N",,"adignan@battelleecology.org"
"9349cc64-6c93-4ffa-b7c7-16c9f3424d36","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO040205.20170706","NEON.LTR.NIWO040205.20170706.MXT","NEON.DOC.001710vE","Mixed",9.3600,"Y",,"adignan@battelleecology.org"
"8782e81d-b807-46b9-9fd7-8c0783444a08","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO040205.20170706","NEON.LTR.NIWO040205.20170706.FLR","NEON.DOC.001710vE","Flowers",0.2500,"N",,"adignan@battelleecology.org"
"071aab19-864b-48ec-9db4-2254ff12dbf4","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T21:48Z","NEON.LTR.NIWO047197.20170706","NEON.LTR.NIWO047197.20170706.LVS","NEON.DOC.001710vE","Leaves",0.3000,"N",,"adignan@battelleecology.org"
"320e4af5-6e30-4b2a-b6b0-9b1a0556eec5","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO064103.20170706","NEON.LTR.NIWO064103.20170706.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N",,"adignan@battelleecology.org"
"8cc4b7f9-82a8-4be2-b7ab-408132726bfe","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO040205.20170706","NEON.LTR.NIWO040205.20170706.NDL","NEON.DOC.001710vE","Needles",39.3700,"N",,"adignan@battelleecology.org"
"357777e2-d942-4364-ae77-a9137daa0cbf","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO064103.20170706","NEON.LTR.NIWO064103.20170706.LVS","NEON.DOC.001710vE","Leaves",0.0000,"N",,"adignan@battelleecology.org"
"9cab13e1-b38b-4b9d-9018-b6d7845fa6dc","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T22:12Z","NEON.LTR.NIWO062050.20170706","NEON.LTR.NIWO062050.20170706.LVS","NEON.DOC.001710vE","Leaves",0.1000,"Y",,"adignan@battelleecology.org"
"68e4a346-f6f1-4b4c-a0c1-c13876b75813","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T22:12Z","NEON.LTR.NIWO062050.20170706","NEON.LTR.NIWO062050.20170706.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N",,"adignan@battelleecology.org"
"20769d1b-7486-4a2b-9283-feb10c963dd8","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO064103.20170706","NEON.LTR.NIWO064103.20170706.FLR","NEON.DOC.001710vE","Flowers",0.0800,"N",,"adignan@battelleecology.org"
"6db3cf5f-1627-4894-b1fe-7edeadad67e5","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T20:26Z","NEON.LTR.NIWO064103.20170706","NEON.LTR.NIWO064103.20170706.MXT","NEON.DOC.001710vE","Mixed",1.7100,"Y",,"adignan@battelleecology.org"
"4e1254c5-7311-488a-a612-f00e9d9810e0","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T21:48Z","NEON.LTR.NIWO047197.20170706","NEON.LTR.NIWO047197.20170706.FLR","NEON.DOC.001710vE","Flowers",0.0050,"N",,"adignan@battelleecology.org"
"db7bf380-9b5f-4fdf-b2d9-36ab9350ec93","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-07-11","2016-11-03","2017-07-06","2017-07-07T23:00Z","2017-07-11T22:12Z","NEON.LTR.NIWO062050.20170706","NEON.LTR.NIWO062050.20170706.MXT","NEON.DOC.001710vE","Mixed",0.2900,"N",,"adignan@battelleecology.org"
