uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,ovenStartDate,ovenEndDate,fieldSampleID,massSampleID,samplingProtocolVersion,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"a31c011b-befc-4fcc-9708-a783a6ff3963","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO062050.20160616","NEON.LTR.NIWO062050.20160616.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N","no sample to collect","jlinden@field-ops.org"
"469520f9-0325-4834-a363-5f1b2e0a5adf","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO061169.20160616","NEON.LTR.NIWO061169.20160616.OTH","NEON.DOC.001710vE","Other",0.2700,"N",,"jlinden@field-ops.org"
"a27eac4b-274e-4947-a6d4-ea3fdc3ca757","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO062050.20160616","NEON.LTR.NIWO062050.20160616.WDY","NEON.DOC.001710vE","Woody material",0.1200,"N",,"jlinden@field-ops.org"
"deebd5c8-13e3-4255-ad1f-4e4189f3423b","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO064103.20160616","NEON.LTR.NIWO064103.20160616.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N","no sample to collect","jlinden@field-ops.org"
"0e8d5650-1705-4d0e-8828-cac18c407bed","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO058101.20160616","NEON.LTR.NIWO058101.20160616.NDL","NEON.DOC.001710vE","Needles",1.1100,"Y",,"jlinden@field-ops.org"
"30170ccc-d922-4592-921d-fbea3e217da1","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO058101.20160616","NEON.LTR.NIWO058101.20160616.LVS","NEON.DOC.001710vE","Leaves",0.0000,"N","no sample to collect","jlinden@field-ops.org"
"70378d09-af44-431e-b4f2-0dea80608e02","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO047197.20160616","NEON.LTR.NIWO047197.20160616.LVS","NEON.DOC.001710vE","Leaves",0.0000,"N","no sample to collect","jlinden@field-ops.org"
"d4e54346-c018-45a4-9b4b-5910e70e3922","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO047197.20160616","NEON.LTR.NIWO047197.20160616.SDS","NEON.DOC.001710vE","Seeds",0.0000,"N","no sample to collect","jlinden@field-ops.org"
"619d85f7-4efe-4b18-b2e5-6088270f055a","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO047197.20160616","NEON.LTR.NIWO047197.20160616.TWI","NEON.DOC.001710vE","Twigs/branches",0.0700,"N",,"jlinden@field-ops.org"
"1359b2d3-faff-4bde-8d18-62f39afc3fa3","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO047197.20160616","NEON.LTR.NIWO047197.20160616.WDY","NEON.DOC.001710vE","Woody material",0.0200,"N",,"jlinden@field-ops.org"
"65764632-e18c-4864-a085-af548766c062","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO047197.20160616","NEON.LTR.NIWO047197.20160616.NDL","NEON.DOC.001710vE","Needles",0.5400,"N",,"jlinden@field-ops.org"
"7b020b0d-5929-4328-af0c-f211fc9ba761","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-06-22","2015-09-29","2016-06-16","2016-06-17T17:15Z","2016-06-22T22:25Z","NEON.LTR.NIWO057081.20160616","NEON.LTR.NIWO057081.20160616.TWI","NEON.DOC.001710vE","Twigs/branches",7.3600,"Y",,"jlinden@field-ops.org"
"944dcf65-df90-4c00-bcb3-b769a5e424bd","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-06-22","2015-09-29","2016-06-16","2016-06-17T17:15Z","2016-06-22T22:25Z","NEON.LTR.NIWO057081.20160616","NEON.LTR.NIWO057081.20160616.OTH","NEON.DOC.001710vE","Other",0.2800,"N",,"jlinden@field-ops.org"
"9ca8b946-fa86-4f5f-9eeb-0137c685a03a","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-06-22","2015-09-29","2016-06-16","2016-06-17T17:15Z","2016-06-22T22:25Z","NEON.LTR.NIWO057081.20160616","NEON.LTR.NIWO057081.20160616.NDL","NEON.DOC.001710vE","Needles",20.9600,"N",,"jlinden@field-ops.org"
"e1e34997-2aef-465f-9ce7-e8bec9369790","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-06-22","2015-09-29","2016-06-16","2016-06-17T17:15Z","2016-06-22T22:25Z","NEON.LTR.NIWO057081.20160616","NEON.LTR.NIWO057081.20160616.WDY","NEON.DOC.001710vE","Woody material",1.5600,"N",,"jlinden@field-ops.org"
"2499c798-ec83-4d3d-8747-9e7f230daac9","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO064103.20160616","NEON.LTR.NIWO064103.20160616.OTH","NEON.DOC.001710vE","Other",0.0000,"N","no sample to collect","jlinden@field-ops.org"
"1a456200-7893-425b-9173-b4e8934c19ba","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO064103.20160616","NEON.LTR.NIWO064103.20160616.NDL","NEON.DOC.001710vE","Needles",3.5600,"N",,"jlinden@field-ops.org"
"b4e4b26a-0993-4c9b-984a-ff9f01b978af","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO062050.20160616","NEON.LTR.NIWO062050.20160616.LVS","NEON.DOC.001710vE","Leaves",0.1900,"Y",,"jlinden@field-ops.org"
"94c5d689-6228-49e2-80d8-b033448d7ee7","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO062050.20160616","NEON.LTR.NIWO062050.20160616.OTH","NEON.DOC.001710vE","Other",0.5800,"N",,"jlinden@field-ops.org"
"1f2531e8-c7de-4eda-aee8-90914aa17066","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO058101.20160616","NEON.LTR.NIWO058101.20160616.WDY","NEON.DOC.001710vE","Woody material",0.0800,"Y",,"jlinden@field-ops.org"
"b5806c49-b8f9-42c4-9cee-101023816faa","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2016-06-22","2015-09-29","2016-06-16","2016-06-16T23:20Z","2016-06-22T22:25Z","NEON.LTR.NIWO047197.20160616","NEON.LTR.NIWO047197.20160616.FLR","NEON.DOC.001710vE","Flowers",0.0100,"N",,"jlinden@field-ops.org"
"d7f355e4-04b1-4208-95ba-fc491790fca9","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2016-06-22","2015-09-29","2016-06-16","2016-06-17T17:15Z","2016-06-22T22:25Z","NEON.LTR.NIWO057081.20160616","NEON.LTR.NIWO057081.20160616.SDS","NEON.DOC.001710vE","Seeds",0.0050,"N",,"jlinden@field-ops.org"
