uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,ovenStartDate,ovenEndDate,fieldSampleID,massSampleID,samplingProtocolVersion,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"0455bc00-42bb-4ab7-b07f-eb613e4fb133","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_159","2018-07-23","2017-10-12","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO064159.20180927","NEON.LTR.NIWO064159.20180927.TWI","NEON.DOC.001710vE","Twigs/branches",26.6400,"N",,"szrillo@battelleecology.org"
"351b23da-7577-4e36-b32d-8482d0da54d9","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_159","2018-07-23","2017-10-12","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO064159.20180927","NEON.LTR.NIWO064159.20180927.LVS","NEON.DOC.001710vE","Leaves",0.0000,"N",,"szrillo@battelleecology.org"
"c080397b-8bf6-4bf7-9de4-b46ee3991c6d","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_159","2018-07-23","2017-10-12","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO064159.20180927","NEON.LTR.NIWO064159.20180927.WDY","NEON.DOC.001710vE","Woody material",0.0000,"N",,"szrillo@battelleecology.org"
"7b6be343-e0f1-4e18-8bba-63dfdbe2f161","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_159","2018-07-23","2017-10-12","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO064159.20180927","NEON.LTR.NIWO064159.20180927.OTH","NEON.DOC.001710vE","Other",0.0000,"N",,"szrillo@battelleecology.org"
"62ed5251-725a-4f2a-a313-4776bfefd216","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2018-07-23","2018-08-30","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO063062.20180927","NEON.LTR.NIWO063062.20180927.OTH","NEON.DOC.001710vE","Other",0.0050,"N",,"szrillo@battelleecology.org"
"c987ce5b-28bc-4c48-bd65-815b5de7e747","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2018-07-23","2018-08-30","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO058101.20180927","NEON.LTR.NIWO058101.20180927.OTH","NEON.DOC.001710vE","Other",0.0000,"N",,"szrillo@battelleecology.org"
"65c89c81-e8a9-4b04-add0-13eb0015ec77","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2018-07-23","2018-08-30","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO063062.20180927","NEON.LTR.NIWO063062.20180927.TWI","NEON.DOC.001710vE","Twigs/branches",0.0400,"N",,"szrillo@battelleecology.org"
"242df8e3-24e7-437e-af34-0b42da829e76","NIWO_046.basePlot.ltr","D13","NIWO","NIWO_046","NIWO_046_155","2018-07-23","2018-08-30","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO046155.20180927","NEON.LTR.NIWO046155.20180927.OTH","NEON.DOC.001710vE","Other",0.0100,"N",,"szrillo@battelleecology.org"
"838bd4a7-8de4-4498-bc86-cfe158dfac42","NIWO_046.basePlot.ltr","D13","NIWO","NIWO_046","NIWO_046_155","2018-07-23","2018-08-30","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO046155.20180927","NEON.LTR.NIWO046155.20180927.FLR","NEON.DOC.001710vE","Flowers",0.0000,"N",,"szrillo@battelleecology.org"
"1f83f825-82a3-4081-82df-76b460bc5971","NIWO_046.basePlot.ltr","D13","NIWO","NIWO_046","NIWO_046_155","2018-07-23","2018-08-30","2018-09-27","2018-09-27T22:50Z","2018-10-01T14:30Z","NEON.LTR.NIWO046155.20180927","NEON.LTR.NIWO046155.20180927.NDL","NEON.DOC.001710vE","Needles",10.0400,"N",,"szrillo@battelleecology.org"
