uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,ovenStartDate,ovenEndDate,fieldSampleID,massSampleID,samplingProtocolVersion,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"b50528da-65d7-48ab-bcee-13862f1e5cb1","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO064103.20181121","NEON.LTR.NIWO064103.20181121.WDY","NEON.DOC.001710vE","Woody material",0.1100,"Y",,
"42a985fb-a9a5-4735-83d2-23368cffea66","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO064103.20181121","NEON.LTR.NIWO064103.20181121.SDS","NEON.DOC.001710vE","Seeds",0.0050,"N",,
"e10f01c5-ef69-4b59-82b6-58799b7374a0","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO064103.20181121","NEON.LTR.NIWO064103.20181121.NDL","NEON.DOC.001710vE","Needles",1.1300,"Y",,
"ec9dd9e0-7c49-40d9-b906-6d531f654c29","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO064103.20181121","NEON.LTR.NIWO064103.20181121.FLR","NEON.DOC.001710vE","Flowers",0.0050,"Y",,
"de951809-7df0-4234-bfe4-c93621f9f3f4","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO064103.20181121","NEON.LTR.NIWO064103.20181121.FLR","NEON.DOC.001710vE","Flowers",0.0050,"N",,
"fbbfcfb0-b6a3-487c-bf2d-252c86dbd642","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO064103.20181121","NEON.LTR.NIWO064103.20181121.WDY","NEON.DOC.001710vE","Woody material",0.1100,"N",,
"ce0bd8c5-eb07-408c-8f42-6a45a53af17e","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO040205.20181121","NEON.LTR.NIWO040205.20181121.WDY","NEON.DOC.001710vE","Woody material",1.2200,"N",,
"7bd0b319-ef47-4ef0-ab39-66219e2c7285","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO040205.20181121","NEON.LTR.NIWO040205.20181121.SDS","NEON.DOC.001710vE","Seeds",0.0050,"N",,
"fcc4c75f-5a2a-4078-ab11-e2555bd677dc","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO040205.20181121","NEON.LTR.NIWO040205.20181121.TWI","NEON.DOC.001710vE","Twigs/branches",0.5400,"N",,
"ade3b99b-222b-41c0-9553-036c26c0942a","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO040205.20181121","NEON.LTR.NIWO040205.20181121.NDL","NEON.DOC.001710vE","Needles",3.1100,"Y",,
"9a86628a-c83e-4a70-a1d2-11deb5923ebf","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO040205.20181121","NEON.LTR.NIWO040205.20181121.NDL","NEON.DOC.001710vE","Needles",3.1100,"N",,
"4a1a137f-314c-4d7b-858b-8704a0ba6fbc","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2018-11-29","2018-10-25","2018-11-21","2018-11-26T21:00Z","2018-11-29T20:00Z","NEON.LTR.NIWO040205.20181121","NEON.LTR.NIWO040205.20181121.LVS","NEON.DOC.001710vE","Leaves",0.0000,"N",,
